,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
2713,-117.69,34.11,16.0,2427.0,522.0,794.0,491.0,2692.8999999999996,119300.0
2714,-117.69,34.1,17.0,3759.0,1035.0,1722.0,847.0,2607.4,137500.0
2715,-117.69,34.09,28.0,1437.0,295.0,724.0,262.0,2725.0,140200.0
2716,-117.69,34.08,30.0,4255.0,773.0,2129.0,730.0,4518.5,142500.0
2717,-117.69,34.08,14.0,4136.0,886.0,2026.0,788.0,3234.4,128200.0
2718,-117.69,34.06,29.0,873.0,226.0,649.0,198.0,2798.6,114400.0
2719,-117.69,34.06,25.0,1881.0,433.0,1337.0,417.0,2553.6,144000.0
2720,-117.69,34.05,10.0,1875.0,366.0,1055.0,363.0,4326.4,128900.0
2721,-117.69,34.0,28.0,707.0,154.0,561.0,129.0,2578.1,111600.0
2722,-117.69,33.8,5.0,3178.0,631.0,1467.0,581.0,5254.1,237100.0
2723,-117.69,33.66,5.0,4246.0,689.0,1933.0,722.0,6950.1,225700.0
2724,-117.69,33.66,11.0,2630.0,327.0,1256.0,352.0,8295.3,350500.0
2725,-117.69,33.64,18.0,3783.0,654.0,1843.0,623.0,5755.9,215800.0
2726,-117.69,33.64,16.0,2592.0,372.0,1279.0,383.0,6974.1,262000.0
2727,-117.69,33.62,18.0,4265.0,581.0,2025.0,544.0,6459.8,282700.0
2728,-117.69,33.61,16.0,3010.0,580.0,1649.0,538.0,4022.1,236200.0
2729,-117.69,33.6,17.0,2150.0,361.0,1194.0,335.0,5462.2,227000.0
2730,-117.69,33.6,16.0,2205.0,393.0,1333.0,402.0,3475.0,279500.0
2731,-117.69,33.6,12.0,3258.0,421.0,1464.0,435.0,6541.299999999999,332000.0
2732,-117.69,33.59,13.0,3320.0,426.0,1432.0,431.0,7928.3,348100.0
2733,-117.69,33.58,5.0,6678.0,1011.0,2877.0,982.0,7517.7,330000.0
2734,-117.69,33.55,9.0,3856.0,571.0,1646.0,576.0,6800.7,318300.0
2735,-117.69,33.55,4.0,1764.0,220.0,705.0,224.0,8327.5,384200.0
2736,-117.69,33.54,20.0,1767.0,280.0,801.0,284.0,6539.4,272000.0
2737,-117.69,33.53,17.0,5041.0,778.0,2396.0,801.0,6086.8,282900.0
2738,-117.69,33.52,4.0,2142.0,625.0,1176.0,483.0,3445.5,325000.0
2739,-117.69,33.52,3.0,7374.0,1444.0,3214.0,1279.0,4538.0,278200.0
2740,-117.69,33.51,4.0,1223.0,275.0,505.0,244.0,4660.700000000001,173000.0
2741,-117.69,33.47,23.0,3499.0,722.0,1480.0,634.0,3860.0,300000.0
2742,-117.69,33.47,19.0,2595.0,621.0,1728.0,571.0,3668.0,243800.0
2743,-117.69,33.47,13.0,2020.0,378.0,679.0,290.0,5756.0,305600.0
2744,-117.7,35.64,8.0,2683.0,416.0,1154.0,399.0,5862.5,109400.0
2745,-117.7,35.62,18.0,2657.0,496.0,1426.0,483.0,3593.1000000000004,71900.0
2746,-117.7,35.6,16.0,2678.0,483.0,1473.0,487.0,3858.0,70200.0
2747,-117.7,34.09,25.0,1719.0,331.0,1098.0,324.0,3625.0,121800.0
2748,-117.7,34.08,33.0,4674.0,791.0,2769.0,784.0,4144.8,137300.0
2749,-117.7,34.08,10.0,1979.0,454.0,1117.0,389.0,3780.2,107300.0
2750,-117.7,34.07,33.0,1552.0,288.0,1326.0,303.0,3796.9,128400.0
2751,-117.7,34.06,7.0,732.0,145.0,431.0,132.0,2910.7,95300.0
2752,-117.7,34.06,25.0,2054.0,609.0,2271.0,564.0,2304.9,150000.0
2753,-117.7,34.05,24.0,2834.0,470.0,1815.0,471.0,4735.7,162500.0
2754,-117.7,34.04,13.0,5301.0,1025.0,2870.0,984.0,3595.4,163000.0
2755,-117.7,34.0,15.0,4905.0,711.0,2711.0,762.0,5702.099999999999,193100.0
2756,-117.7,33.92,4.0,8301.0,1333.0,3941.0,1236.0,6214.1,252200.0
2757,-117.7,33.72,6.0,211.0,51.0,125.0,44.0,1965.9,500001.0
2758,-117.7,33.65,16.0,3388.0,492.0,1249.0,463.0,6186.3,355600.0
2759,-117.7,33.63,23.0,3038.0,473.0,1501.0,436.0,5558.4,241700.0
2760,-117.7,33.63,16.0,4428.0,745.0,1525.0,682.0,5232.5,286800.0
2761,-117.7,33.62,19.0,2957.0,492.0,1639.0,495.0,5068.6,225600.0
2762,-117.7,33.62,16.0,9653.0,2000.0,4732.0,1922.0,3736.1,197200.0
2763,-117.7,33.6,26.0,1021.0,230.0,301.0,208.0,2625.0,80600.0
2764,-117.7,33.6,16.0,2092.0,489.0,877.0,392.0,3046.1,216900.0
2765,-117.7,33.59,11.0,8039.0,1717.0,3445.0,1571.0,4167.799999999999,190900.0
2766,-117.7,33.57,9.0,1204.0,355.0,469.0,293.0,3619.6000000000004,119900.0
2767,-117.7,33.57,4.0,3283.0,911.0,1512.0,782.0,3312.5,138500.0
2768,-117.7,33.56,3.0,2443.0,637.0,1033.0,548.0,4137.900000000001,183300.0
2769,-117.7,33.56,2.0,2112.0,305.0,703.0,261.0,6934.3,298500.0
2770,-117.7,33.55,12.0,2459.0,390.0,1054.0,391.0,7173.6,262100.0
2771,-117.7,33.51,2.0,5261.0,763.0,1460.0,599.0,6827.9,279000.0
2772,-117.7,33.5,4.0,7474.0,1037.0,2969.0,1007.0,8759.1,434700.0
2773,-117.7,33.5,4.0,2351.0,445.0,834.0,397.0,5567.700000000001,245400.0
2774,-117.7,33.48,10.0,3458.0,638.0,1156.0,470.0,6357.9,336700.0
2775,-117.7,33.47,21.0,2208.0,534.0,1423.0,482.0,3591.5,305600.0
2776,-117.7,33.47,21.0,1857.0,399.0,881.0,380.0,3840.3,350000.0
2777,-117.7,33.47,20.0,1577.0,363.0,764.0,333.0,4156.3,320800.0
2778,-117.71,34.15,17.0,17715.0,2370.0,7665.0,2312.0,7906.799999999999,349100.0
2779,-117.71,34.12,20.0,11250.0,1893.0,4952.0,1859.0,5678.5,239500.0
2780,-117.71,34.1,52.0,567.0,152.0,2688.0,126.0,1875.0,212500.0
2781,-117.71,34.1,41.0,555.0,130.0,1492.0,123.0,2281.2999999999997,125000.0
2782,-117.71,34.09,36.0,2637.0,476.0,1385.0,483.0,4173.9,158700.0
2783,-117.71,34.08,29.0,1276.0,283.0,1216.0,316.0,2597.2,134300.0
2784,-117.71,34.08,26.0,2744.0,494.0,1411.0,465.0,4263.9,154200.0
2785,-117.71,34.07,31.0,1840.0,380.0,1187.0,357.0,3887.5,129200.0
2786,-117.71,34.07,24.0,1948.0,362.0,1286.0,364.0,3600.0,139300.0
2787,-117.71,34.06,16.0,1458.0,295.0,912.0,331.0,3625.0,160400.0
2788,-117.71,34.04,20.0,1950.0,310.0,1054.0,312.0,4625.0,222100.0
2789,-117.71,34.04,17.0,4098.0,733.0,1859.0,713.0,2981.1,231800.0
2790,-117.71,34.03,11.0,3467.0,749.0,2163.0,676.0,3426.7,164400.0
2791,-117.71,33.97,10.0,10856.0,2278.0,6474.0,2199.0,3851.0,137200.0
2792,-117.71,33.64,14.0,2945.0,356.0,1293.0,335.0,8111.000000000001,308900.0
2793,-117.71,33.63,16.0,2497.0,500.0,1357.0,456.0,4590.900000000001,241800.0
2794,-117.71,33.62,22.0,2520.0,387.0,1338.0,391.0,5889.8,242800.0
2795,-117.71,33.61,26.0,3046.0,726.0,888.0,663.0,2684.8,74100.0
2796,-117.71,33.61,26.0,2280.0,550.0,669.0,502.0,2343.7999999999997,72300.0
2797,-117.71,33.6,8.0,3329.0,753.0,1312.0,629.0,3552.1,229800.0
2798,-117.71,33.6,25.0,3011.0,714.0,893.0,654.0,2338.7,74800.0
2799,-117.71,33.58,2.0,2530.0,562.0,1066.0,510.0,4633.6,187500.0
2800,-117.71,33.57,6.0,3673.0,881.0,1846.0,768.0,4877.0,144300.0
2801,-117.71,33.57,4.0,3289.0,753.0,1285.0,651.0,4045.0,226000.0
2802,-117.71,33.54,7.0,4907.0,577.0,1883.0,556.0,10441.5,453800.0
2803,-117.71,33.54,15.0,2460.0,368.0,962.0,320.0,7387.8,318300.0
2804,-117.71,33.52,17.0,2486.0,417.0,876.0,361.0,6100.7,340900.0
2805,-117.71,33.51,11.0,2198.0,252.0,883.0,281.0,13147.7,487000.0
2806,-117.71,33.49,5.0,1680.0,254.0,617.0,231.0,8583.0,397700.0
2807,-117.71,33.47,17.0,2681.0,454.0,830.0,410.0,5550.7,345700.0
2808,-117.71,33.47,14.0,3894.0,672.0,1490.0,629.0,6520.6,368500.0
2809,-117.72,34.1,52.0,2867.0,496.0,978.0,513.0,3147.7,291200.0
2810,-117.72,34.1,32.0,3241.0,895.0,1592.0,810.0,2495.2000000000003,181800.0
2811,-117.72,34.09,36.0,1473.0,328.0,785.0,299.0,3256.6000000000004,151800.0
2812,-117.72,34.08,34.0,2742.0,491.0,1761.0,496.0,3248.1,128800.0
2813,-117.72,34.07,33.0,4100.0,740.0,2580.0,730.0,3732.1,134200.0
2814,-117.72,34.06,32.0,2209.0,654.0,1718.0,569.0,1964.3,113200.0
2815,-117.72,34.05,8.0,1841.0,409.0,1243.0,394.0,4061.4,107000.0
2816,-117.72,34.05,31.0,2220.0,526.0,1662.0,472.0,2732.1,104300.0
2817,-117.72,34.03,17.0,2902.0,476.0,1652.0,479.0,5602.9,161800.0
2818,-117.72,34.02,17.0,1781.0,262.0,860.0,256.0,6595.799999999999,236800.0
2819,-117.72,34.0,15.0,4363.0,690.0,2410.0,666.0,5482.400000000001,179700.0
2820,-117.72,33.99,14.0,5622.0,861.0,3108.0,821.0,5776.3,206700.0
2821,-117.72,33.97,16.0,13290.0,2062.0,6931.0,2023.0,5228.0,187800.0
2822,-117.72,33.64,16.0,1230.0,242.0,380.0,246.0,2296.9,67500.0
2823,-117.72,33.63,15.0,1362.0,255.0,378.0,202.0,1900.0,162500.0
2824,-117.72,33.62,21.0,2322.0,518.0,662.0,457.0,3167.9,110000.0
2825,-117.72,33.62,19.0,5777.0,1261.0,1711.0,1225.0,2763.3999999999996,86900.0
2826,-117.72,33.62,19.0,1144.0,268.0,365.0,279.0,2858.2999999999997,105800.0
2827,-117.72,33.61,26.0,2653.0,621.0,774.0,584.0,2490.0,81100.0
2828,-117.72,33.61,26.0,2033.0,463.0,618.0,450.0,2568.5,80400.0
2829,-117.72,33.54,13.0,4866.0,812.0,1909.0,733.0,4982.1,244800.0
2830,-117.72,33.53,14.0,1672.0,295.0,704.0,293.0,5112.9,251300.0
2831,-117.72,33.51,17.0,3617.0,597.0,1176.0,571.0,5133.0,324000.0
2832,-117.72,33.49,4.0,3623.0,734.0,1129.0,530.0,5728.1,500001.0
2833,-117.72,33.43,5.0,1889.0,359.0,616.0,246.0,3899.2,500001.0
2834,-117.73,35.73,35.0,2916.0,594.0,1870.0,432.0,3625.0,55000.0
2835,-117.73,34.12,26.0,6459.0,894.0,2487.0,885.0,6208.9,261800.0
2836,-117.73,34.1,37.0,3457.0,544.0,1344.0,530.0,5889.1,226000.0
2837,-117.73,34.09,36.0,1543.0,297.0,1355.0,303.0,3531.2999999999997,117800.0
2838,-117.73,34.09,30.0,2345.0,496.0,1897.0,454.0,2437.5,112100.0
2839,-117.73,34.08,33.0,1350.0,265.0,1251.0,257.0,2906.2999999999997,115200.0
2840,-117.73,34.08,28.0,5173.0,1069.0,3502.0,954.0,3843.7999999999997,130800.0
2841,-117.73,34.07,34.0,4038.0,725.0,2716.0,759.0,4133.9,135000.0
2842,-117.73,34.07,33.0,1921.0,489.0,1430.0,467.0,2340.6,122600.0
2843,-117.73,34.07,33.0,1025.0,261.0,854.0,269.0,2259.6,119400.0
2844,-117.73,34.06,51.0,498.0,115.0,368.0,112.0,1406.3000000000002,98800.0
2845,-117.73,34.06,34.0,344.0,108.0,315.0,119.0,3178.6,117800.0
2846,-117.73,34.05,36.0,975.0,243.0,809.0,233.0,2892.9,118100.0
2847,-117.73,34.05,28.0,2758.0,771.0,2877.0,694.0,2073.4,113300.0
2848,-117.73,34.04,26.0,3827.0,814.0,3367.0,810.0,3150.0,129700.0
2849,-117.73,34.03,42.0,1967.0,378.0,1459.0,348.0,3037.5,118100.0
2850,-117.73,34.01,36.0,2340.0,392.0,1213.0,388.0,4125.0,213000.0
2851,-117.73,33.61,17.0,2612.0,582.0,832.0,564.0,2675.9,120600.0
2852,-117.73,33.61,16.0,590.0,130.0,178.0,121.0,4861.1,186800.0
2853,-117.73,33.53,3.0,6388.0,920.0,2129.0,819.0,7891.5,420600.0
2854,-117.73,33.51,5.0,4549.0,786.0,1238.0,632.0,6178.5,295900.0
2855,-117.73,33.49,31.0,5112.0,778.0,1530.0,648.0,10398.300000000001,500001.0
2856,-117.73,33.49,17.0,2168.0,290.0,654.0,279.0,9832.1,500001.0
2857,-117.74,35.65,15.0,2357.0,484.0,1110.0,442.0,3175.5,81700.0
2858,-117.74,34.11,28.0,3494.0,566.0,1391.0,522.0,5363.7,214700.0
2859,-117.74,34.1,29.0,2742.0,488.0,2477.0,532.0,3507.2000000000003,121900.0
2860,-117.74,34.1,26.0,2723.0,604.0,1847.0,498.0,2677.9,136000.0
2861,-117.74,34.08,35.0,1613.0,298.0,911.0,293.0,3439.8,134300.0
2862,-117.74,34.07,52.0,1868.0,316.0,947.0,328.0,4241.5,140100.0
2863,-117.74,34.07,42.0,2504.0,553.0,1550.0,509.0,3029.4,135700.0
2864,-117.74,34.06,48.0,2438.0,599.0,1508.0,548.0,2898.2999999999997,129200.0
2865,-117.74,34.06,4.0,1391.0,506.0,727.0,369.0,1472.2,137500.0
2866,-117.74,34.05,30.0,1185.0,317.0,1466.0,302.0,2625.0,94300.0
2867,-117.74,34.05,29.0,2452.0,700.0,3029.0,665.0,2135.4,110700.0
2868,-117.74,34.03,27.0,3623.0,809.0,3712.0,754.0,3460.9,123300.0
2869,-117.74,34.02,33.0,2318.0,464.0,1904.0,451.0,3745.4,116400.0
2870,-117.74,33.97,4.0,9755.0,1748.0,4662.0,1583.0,5650.1,254900.0
2871,-117.74,33.89,4.0,37937.0,5471.0,16122.0,5189.0,7494.7,366300.0
2872,-117.74,33.85,4.0,5416.0,820.0,1753.0,583.0,6954.4,314000.0
2873,-117.74,33.73,18.0,328.0,68.0,391.0,60.0,4116.7,87500.0
2874,-117.74,33.62,16.0,4134.0,740.0,2103.0,745.0,5687.700000000001,231400.0
2875,-117.74,33.62,16.0,1889.0,590.0,686.0,537.0,3470.6,241700.0
2876,-117.74,33.61,17.0,2116.0,474.0,662.0,443.0,3562.5,180800.0
2877,-117.74,33.61,16.0,2753.0,576.0,857.0,546.0,3742.2,229800.0
2878,-117.74,33.51,29.0,1720.0,269.0,612.0,258.0,7823.9,500001.0
2879,-117.74,33.46,9.0,6564.0,1316.0,1720.0,904.0,4890.0,454100.0
2880,-117.75,34.12,25.0,5411.0,998.0,2243.0,1019.0,4314.8,240700.0
2881,-117.75,34.1,21.0,8069.0,2174.0,4369.0,2036.0,3275.6,156800.0
2882,-117.75,34.09,36.0,3094.0,556.0,1672.0,545.0,4214.299999999999,146900.0
2883,-117.75,34.08,33.0,2824.0,523.0,1797.0,493.0,3635.9,135100.0
2884,-117.75,34.08,33.0,1067.0,194.0,600.0,201.0,4036.8,139100.0
2885,-117.75,34.07,52.0,2550.0,586.0,1246.0,576.0,1600.6,146200.0
2886,-117.75,34.07,52.0,1548.0,348.0,1131.0,343.0,2630.0,127300.0
2887,-117.75,34.07,52.0,1279.0,213.0,444.0,204.0,5226.9,161000.0
2888,-117.75,34.06,52.0,62.0,9.0,44.0,16.0,499.90000000000003,112500.0
2889,-117.75,34.06,52.0,24.0,6.0,46.0,7.0,1625.0,67500.0
2890,-117.75,34.06,52.0,1171.0,318.0,1126.0,276.0,1976.2,105800.0
2891,-117.75,34.06,44.0,477.0,135.0,502.0,117.0,2015.6000000000001,112500.0
2892,-117.75,34.05,46.0,1480.0,358.0,1511.0,348.0,1971.8,110600.0
2893,-117.75,34.05,37.0,378.0,92.0,503.0,103.0,2190.7999999999997,94600.0
2894,-117.75,34.05,35.0,1293.0,339.0,1494.0,312.0,1664.5,93300.0
2895,-117.75,34.05,27.0,437.0,108.0,469.0,97.0,1720.6,107500.0
2896,-117.75,34.04,22.0,2948.0,636.0,2600.0,602.0,3125.0,113600.0
2897,-117.75,34.01,4.0,22128.0,3522.0,10450.0,3258.0,6128.7,289600.0
2898,-117.75,33.95,13.0,984.0,127.0,364.0,119.0,7583.9,426900.0
2899,-117.75,33.84,16.0,3491.0,502.0,1496.0,509.0,6620.7,270500.0
2900,-117.75,33.72,10.0,2464.0,347.0,1241.0,366.0,8760.300000000001,362500.0
2901,-117.75,33.71,15.0,2849.0,537.0,878.0,520.0,3284.1,158300.0
2902,-117.75,33.64,9.0,2499.0,492.0,1111.0,542.0,5534.2,182300.0
2903,-117.75,33.61,17.0,2499.0,566.0,781.0,522.0,3177.9,186500.0
2904,-117.75,33.6,5.0,4944.0,1164.0,1727.0,948.0,4900.0,255600.0
2905,-117.75,33.54,21.0,8711.0,1544.0,3173.0,1396.0,5090.7,378200.0
2906,-117.76,35.63,12.0,2014.0,372.0,1027.0,356.0,3926.1,101300.0
2907,-117.76,35.22,4.0,18.0,3.0,8.0,6.0,1625.0,275000.0
2908,-117.76,34.71,15.0,2981.0,625.0,1694.0,540.0,2954.1,106700.0
2909,-117.76,34.13,8.0,16759.0,2274.0,7249.0,2156.0,7483.7,358700.0
2910,-117.76,34.11,22.0,4935.0,954.0,2874.0,938.0,3982.5,180500.0
2911,-117.76,34.1,28.0,4086.0,871.0,1973.0,853.0,2621.0,202200.0
2912,-117.76,34.08,37.0,2263.0,502.0,1677.0,522.0,2938.8,139200.0
2913,-117.76,34.07,51.0,1538.0,394.0,1173.0,388.0,2315.6,109800.0
2914,-117.76,34.07,48.0,1157.0,247.0,677.0,218.0,2859.4,127200.0
2915,-117.76,34.06,47.0,508.0,108.0,384.0,86.0,1958.3,92600.0
2916,-117.76,34.06,33.0,1831.0,486.0,1625.0,472.0,1993.7,103600.0
2917,-117.76,34.05,36.0,3839.0,1004.0,4711.0,942.0,2385.9,116200.0
2918,-117.76,34.04,36.0,2242.0,448.0,2052.0,447.0,3446.4,113000.0
2919,-117.76,34.04,34.0,1914.0,364.0,1564.0,328.0,2834.7000000000003,115800.0
2920,-117.76,33.98,3.0,9662.0,1385.0,2497.0,856.0,6717.2,292400.0
2921,-117.76,33.94,40.0,1092.0,213.0,457.0,190.0,5116.5,184200.0
2922,-117.76,33.88,9.0,4838.0,759.0,2090.0,695.0,6653.6,307800.0
2923,-117.76,33.87,16.0,3973.0,595.0,1971.0,575.0,6426.5,263700.0
2924,-117.76,33.87,16.0,3182.0,429.0,1663.0,428.0,7059.2,288200.0
2925,-117.76,33.86,14.0,3666.0,442.0,1400.0,433.0,10131.6,500001.0
2926,-117.76,33.84,15.0,3764.0,510.0,1448.0,468.0,8712.400000000001,410500.0
2927,-117.76,33.83,15.0,3086.0,457.0,1262.0,436.0,6441.5,300700.0
2928,-117.76,33.81,2.0,582.0,70.0,199.0,64.0,7119.3,500001.0
2929,-117.76,33.79,4.0,8974.0,1268.0,3754.0,1241.0,8265.3,374000.0
2930,-117.76,33.72,15.0,941.0,266.0,366.0,248.0,4363.6,148400.0
2931,-117.76,33.72,14.0,3011.0,388.0,1359.0,371.0,7973.900000000001,368700.0
2932,-117.76,33.72,11.0,4508.0,618.0,1993.0,573.0,10449.8,386100.0
2933,-117.76,33.71,14.0,4321.0,582.0,2025.0,578.0,8363.4,355100.0
2934,-117.76,33.7,12.0,4025.0,574.0,2042.0,588.0,7912.5,344900.0
2935,-117.76,33.53,28.0,3085.0,499.0,1176.0,480.0,7979.4,426100.0
2936,-117.76,33.53,24.0,2105.0,346.0,712.0,332.0,10634.9,500001.0
2937,-117.76,33.53,18.0,3224.0,561.0,1310.0,580.0,8461.4,391900.0
2938,-117.76,33.48,38.0,3832.0,809.0,1332.0,636.0,5004.400000000001,381200.0
2939,-117.77,34.11,28.0,1998.0,414.0,1124.0,389.0,3750.0,180900.0
2940,-117.77,34.07,29.0,2976.0,662.0,2452.0,633.0,3063.8,113600.0
2941,-117.77,33.85,13.0,5415.0,827.0,2061.0,714.0,7368.1,353100.0
2942,-117.77,33.84,5.0,4380.0,715.0,1913.0,741.0,6727.400000000001,266400.0
2943,-117.77,33.8,16.0,3973.0,483.0,1373.0,452.0,9807.4,417000.0
2944,-117.77,33.76,19.0,3532.0,402.0,1200.0,426.0,11012.4,500001.0
2945,-117.77,33.72,10.0,2815.0,431.0,1181.0,398.0,6574.3,278700.0
2946,-117.77,33.71,5.0,4050.0,584.0,1986.0,598.0,7584.7,375700.0
2947,-117.77,33.71,4.0,1646.0,321.0,859.0,300.0,5563.1,227800.0
2948,-117.77,33.71,13.0,1939.0,247.0,928.0,244.0,8111.1,379800.0
2949,-117.77,33.7,4.0,2446.0,622.0,1315.0,560.0,3714.7000000000003,137500.0
2950,-117.77,33.7,3.0,3636.0,749.0,1486.0,696.0,5546.400000000001,207500.0
2951,-117.77,33.7,15.0,1392.0,267.0,681.0,263.0,5424.8,187200.0
2952,-117.77,33.69,15.0,500.0,113.0,261.0,116.0,5063.1,154000.0
2953,-117.77,33.69,14.0,1413.0,372.0,744.0,338.0,3798.8,184100.0
2954,-117.77,33.67,12.0,4329.0,1068.0,1913.0,978.0,4509.400000000001,160200.0
2955,-117.77,33.6,33.0,247.0,80.0,167.0,70.0,3705.9,237500.0
2956,-117.77,33.55,28.0,2024.0,297.0,617.0,274.0,6786.1,499100.0
2957,-117.77,33.54,47.0,3090.0,652.0,1105.0,582.0,4169.900000000001,373700.0
2958,-117.77,33.54,28.0,3404.0,497.0,1134.0,466.0,7221.7,500001.0
2959,-117.77,33.53,46.0,1033.0,223.0,462.0,224.0,3270.7999999999997,384700.0
2960,-117.77,33.53,32.0,3116.0,661.0,1105.0,543.0,5183.7,445600.0
2961,-117.77,33.51,29.0,3590.0,772.0,1070.0,603.0,4446.4,500001.0
2962,-117.78,34.58,6.0,10263.0,1864.0,6163.0,1781.0,3880.3,120000.0
2963,-117.78,34.13,18.0,7798.0,1161.0,3710.0,1227.0,5881.9,260500.0
2964,-117.78,34.11,23.0,7079.0,1381.0,3205.0,1327.0,3073.5,212300.0
2965,-117.78,34.09,32.0,2643.0,516.0,1862.0,478.0,3717.7,177200.0
2966,-117.78,34.07,18.0,3610.0,772.0,2899.0,765.0,3978.4,113500.0
2967,-117.78,34.06,33.0,1056.0,272.0,964.0,300.0,2446.4,128700.0
2968,-117.78,34.05,39.0,2933.0,590.0,1886.0,550.0,3922.4,131300.0
2969,-117.78,34.03,8.0,32054.0,5290.0,15507.0,5050.0,6019.099999999999,253900.0
2970,-117.78,33.97,2.0,556.0,63.0,179.0,54.0,8441.1,500001.0
2971,-117.78,33.9,14.0,6239.0,901.0,2923.0,904.0,6543.700000000001,268200.0
2972,-117.78,33.89,7.0,9729.0,1210.0,4160.0,1214.0,8908.8,415300.0
2973,-117.78,33.88,16.0,1800.0,238.0,871.0,234.0,6667.799999999999,301900.0
2974,-117.78,33.87,16.0,5609.0,952.0,2624.0,934.0,5330.7,169600.0
2975,-117.78,33.86,16.0,4390.0,660.0,2146.0,633.0,6150.400000000001,266000.0
2976,-117.78,33.85,16.0,3781.0,504.0,1665.0,499.0,7255.4,335600.0
2977,-117.78,33.82,12.0,6208.0,750.0,2443.0,739.0,9180.8,413700.0
2978,-117.78,33.81,23.0,1986.0,278.0,826.0,260.0,7775.2,380000.0
2979,-117.78,33.78,6.0,9792.0,1283.0,3744.0,1179.0,10171.4,481500.0
2980,-117.78,33.76,25.0,2260.0,261.0,719.0,254.0,11453.699999999999,500001.0
2981,-117.78,33.71,4.0,974.0,232.0,428.0,203.0,4614.099999999999,195400.0
2982,-117.78,33.71,16.0,2207.0,291.0,1081.0,308.0,7351.8,331200.0
2983,-117.78,33.7,16.0,1663.0,250.0,597.0,204.0,5409.0,233900.0
2984,-117.78,33.69,16.0,4702.0,806.0,2529.0,814.0,5129.900000000001,238900.0
2985,-117.78,33.69,16.0,3400.0,501.0,1575.0,488.0,6096.099999999999,295500.0
2986,-117.78,33.68,19.0,2500.0,331.0,1027.0,327.0,6115.0,315600.0
2987,-117.78,33.68,14.0,1750.0,336.0,852.0,300.0,4679.299999999999,236800.0
2988,-117.78,33.68,11.0,1994.0,477.0,849.0,411.0,4018.7,235600.0
2989,-117.78,33.51,44.0,1833.0,331.0,515.0,268.0,6617.8,500001.0
2990,-117.79,35.21,4.0,2.0,2.0,6.0,2.0,2375.0,137500.0
2991,-117.79,34.45,18.0,2986.0,597.0,1355.0,472.0,3276.5,165000.0
2992,-117.79,34.12,16.0,2426.0,426.0,1319.0,446.0,4812.5,224500.0
2993,-117.79,34.11,18.0,3814.0,721.0,1881.0,692.0,4472.2,215600.0
2994,-117.79,34.1,26.0,1664.0,344.0,1024.0,339.0,3519.2000000000003,190500.0
2995,-117.79,34.02,5.0,18690.0,2862.0,9427.0,2777.0,6426.599999999999,315600.0
2996,-117.79,33.88,17.0,8562.0,1351.0,3822.0,1316.0,6082.900000000001,252600.0
2997,-117.79,33.84,9.0,10484.0,1603.0,4005.0,1419.0,8393.1,365300.0
2998,-117.79,33.8,11.0,10535.0,1620.0,4409.0,1622.0,6670.0,283200.0
2999,-117.79,33.77,23.0,3596.0,451.0,1292.0,458.0,8540.300000000001,451300.0
3000,-117.79,33.77,21.0,4349.0,553.0,1680.0,519.0,6901.4,439000.0
3001,-117.79,33.76,25.0,2037.0,252.0,796.0,249.0,11054.6,487200.0
3002,-117.79,33.75,26.0,2955.0,377.0,1074.0,373.0,9384.5,500001.0
3003,-117.79,33.75,26.0,2893.0,345.0,983.0,326.0,13466.0,500001.0
3004,-117.79,33.73,3.0,8240.0,1410.0,3318.0,1270.0,7207.4,291300.0
3005,-117.79,33.71,16.0,6339.0,862.0,3132.0,825.0,7106.900000000001,313400.0
3006,-117.79,33.71,16.0,3114.0,463.0,1641.0,469.0,6216.2,283200.0
3007,-117.79,33.7,6.0,1593.0,371.0,832.0,379.0,4428.6,239500.0
3008,-117.79,33.7,16.0,6259.0,1098.0,3785.0,1114.0,6329.799999999999,247100.0
3009,-117.79,33.7,16.0,1416.0,249.0,636.0,244.0,5174.1,227700.0
3010,-117.79,33.69,16.0,3067.0,396.0,1275.0,372.0,8738.5,340000.0
3011,-117.79,33.69,16.0,1532.0,240.0,679.0,248.0,5711.5,313900.0
3012,-117.79,33.69,15.0,1875.0,316.0,890.0,316.0,6578.299999999999,244800.0
3013,-117.79,33.68,9.0,1633.0,295.0,928.0,297.0,5785.8,265900.0
3014,-117.79,33.68,16.0,1998.0,308.0,818.0,299.0,6872.200000000001,326100.0
3015,-117.79,33.68,13.0,2636.0,416.0,1137.0,404.0,7211.8,311500.0
3016,-117.79,33.68,10.0,2106.0,319.0,1002.0,332.0,8735.0,375300.0
3017,-117.79,33.56,36.0,2057.0,329.0,658.0,309.0,7866.0,500001.0
3018,-117.79,33.55,39.0,5066.0,1292.0,1915.0,1117.0,3821.0,452100.0
3019,-117.8,34.11,25.0,5039.0,821.0,2654.0,802.0,4796.9,211700.0
3020,-117.8,34.1,17.0,5153.0,1164.0,2949.0,1083.0,3560.2999999999997,174600.0
3021,-117.8,34.05,5.0,4536.0,1178.0,2485.0,909.0,4111.799999999999,125900.0
3022,-117.8,34.03,25.0,4240.0,643.0,1885.0,637.0,6238.400000000001,247600.0
3023,-117.8,34.02,23.0,3351.0,591.0,1535.0,522.0,5086.9,230600.0
3024,-117.8,33.92,16.0,5819.0,986.0,2306.0,914.0,4631.5,277500.0
3025,-117.8,33.9,22.0,3760.0,482.0,1485.0,461.0,7853.7,354900.0
